msgCount,Temperature,Humidity,gasValue,COValue,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime,IoTHub
122,23,29,309,1063,2024-12-13T08:04:57.3042521Z,1,2024-12-13T08:04:57.1950000Z,Record
123,23,30,307,1061,2024-12-13T08:05:07.3797278Z,1,2024-12-13T08:05:07.2420000Z,Record
124,23,29,309,1067,2024-12-13T08:05:17.4579205Z,1,2024-12-13T08:05:17.2740000Z,Record
125,23,30,313,1068,2024-12-13T08:05:27.5210283Z,1,2024-12-13T08:05:27.3050000Z,Record
126,23,28,309,1070,2024-12-13T08:05:37.5987455Z,1,2024-12-13T08:05:37.3670000Z,Record
127,23,28,309,1067,2024-12-13T08:05:47.5554270Z,1,2024-12-13T08:05:47.3990000Z,Record
128,23,29,310,1067,2024-12-13T08:05:57.5103732Z,1,2024-12-13T08:05:57.4300000Z,Record
129,23,29,321,1067,2024-12-13T08:06:07.6959774Z,1,2024-12-13T08:06:07.4940000Z,Record
130,23,28,306,1061,2024-12-13T08:06:17.5741866Z,1,2024-12-13T08:06:17.5250000Z,Record
131,23,29,304,1061,2024-12-13T08:06:27.7745712Z,1,2024-12-13T08:06:27.5570000Z,Record
132,23,28,305,1056,2024-12-13T08:06:37.8367673Z,1,2024-12-13T08:06:37.6040000Z,Record
133,23,36,307,1058,2024-12-13T08:06:47.7902052Z,1,2024-12-13T08:06:47.6350000Z,Record
134,23,29,268,1057,2024-12-13T08:06:57.8527144Z,1,2024-12-13T08:06:57.6820000Z,Record
135,23,29,304,1057,2024-12-13T08:07:08.0247085Z,1,2024-12-13T08:07:07.7600000Z,Record
136,23,28,311,1097,2024-12-13T08:07:17.9778340Z,1,2024-12-13T08:07:17.8220000Z,Record
137,28,34,305,1060,2024-12-13T08:07:27.9625896Z,1,2024-12-13T08:07:27.8220000Z,Record
138,23,29,304,1061,2024-12-13T08:07:38.0252975Z,1,2024-12-13T08:07:37.8540000Z,Record
139,23,29,304,1059,2024-12-13T08:07:48.0880929Z,1,2024-12-13T08:07:47.8690000Z,Record
140,23,28,307,1059,2024-12-13T08:07:58.1500506Z,1,2024-12-13T08:07:57.9320000Z,Record
141,23,29,306,1069,2024-12-13T08:08:08.1347528Z,1,2024-12-13T08:08:07.9630000Z,Record
142,23,29,304,1057,2024-12-13T08:08:18.2130055Z,1,2024-12-13T08:08:17.9850000Z,Record
143,23,29,305,1053,2024-12-13T08:08:28.2755601Z,1,2024-12-13T08:08:28.0470000Z,Record
144,23,29,304,1050,2024-12-13T08:08:38.2443077Z,1,2024-12-13T08:08:38.0630000Z,Record
