msgCount,Temperature,Humidity,gasValue,COValue,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime,IoTHub
44,19,30,1081,2157,2024-12-22T10:59:44.6865779Z,1,2024-12-22T10:59:44.5420000Z,Record
45,19,30,1076,2159,2024-12-22T10:59:54.6576428Z,1,2024-12-22T10:59:54.5730000Z,Record
46,19,30,1073,2155,2024-12-22T11:00:04.6258283Z,1,2024-12-22T11:00:04.6040000Z,Record
47,19,31,1072,2155,2024-12-22T11:00:14.7961194Z,1,2024-12-22T11:00:14.6510000Z,Record
48,19,30,1066,2139,2024-12-22T11:00:24.8586093Z,1,2024-12-22T11:00:24.6980000Z,Record
49,19,30,1037,2098,2024-12-22T11:00:34.8296794Z,1,2024-12-22T11:00:34.7450000Z,Record
50,19,30,1062,2147,2024-12-22T11:00:44.9057821Z,1,2024-12-22T11:00:44.7760000Z,Record
51,19,30,1060,2146,2024-12-22T11:00:54.9682609Z,1,2024-12-22T11:00:54.8120000Z,Record
52,19,30,1058,2149,2024-12-22T11:01:05.0464199Z,1,2024-12-22T11:01:04.8430000Z,Record
53,19,31,1056,2146,2024-12-22T11:01:15.0151468Z,1,2024-12-22T11:01:14.8900000Z,Record
54,20,31,1056,2145,2024-12-22T11:01:25.0777023Z,1,2024-12-22T11:01:24.9370000Z,Record
55,18,32,1051,2144,2024-12-22T11:01:35.1558717Z,1,2024-12-22T11:01:34.9680000Z,Record
56,14,12,1051,2143,2024-12-22T11:01:45.1109002Z,1,2024-12-22T11:01:45.0150000Z,Record
57,19,31,1047,2147,2024-12-22T11:01:55.1873453Z,1,2024-12-22T11:01:55.0460000Z,Record
58,19,30,1039,2132,2024-12-22T11:02:05.2809800Z,1,2024-12-22T11:02:05.0930000Z,Record
59,19,31,1040,2139,2024-12-22T11:02:15.3438177Z,1,2024-12-22T11:02:15.1250000Z,Record
60,19,31,1022,2125,2024-12-22T11:02:25.2966400Z,1,2024-12-22T11:02:25.1560000Z,Record
61,19,31,1037,2138,2024-12-22T11:02:35.2520326Z,1,2024-12-22T11:02:35.2030000Z,Record
62,19,32,1038,2141,2024-12-22T11:02:45.4374647Z,1,2024-12-22T11:02:45.2190000Z,Record
63,19,32,1037,2141,2024-12-22T11:02:55.4999405Z,1,2024-12-22T11:02:55.2810000Z,Record
64,19,32,1033,2134,2024-12-22T11:03:05.3768514Z,1,2024-12-22T11:03:05.2970000Z,Record
65,19,30,1001,2095,2024-12-22T11:03:15.5625749Z,1,2024-12-22T11:03:15.3590000Z,Record
66,19,30,1035,2139,2024-12-22T11:03:25.4254998Z,1,2024-12-22T11:03:25.4060000Z,Record
67,19,30,998,2089,2024-12-22T11:03:35.5937447Z,1,2024-12-22T11:03:35.4220000Z,Record
68,19,32,1023,2133,2024-12-22T11:03:45.5489166Z,1,2024-12-22T11:03:45.4690000Z,Record
69,19,30,1023,2137,2024-12-22T11:03:55.6266507Z,1,2024-12-22T11:03:55.5160000Z,Record
70,19,31,1019,2135,2024-12-22T11:04:05.7032969Z,1,2024-12-22T11:04:05.5470000Z,Record
71,19,30,1019,2130,2024-12-22T11:04:15.7658018Z,1,2024-12-22T11:04:15.5940000Z,Record
72,19,30,1016,2134,2024-12-22T11:04:25.7514904Z,1,2024-12-22T11:04:25.6250000Z,Record
73,19,30,1008,2119,2024-12-22T11:04:35.8596949Z,1,2024-12-22T11:04:35.6720000Z,Record
74,19,38,1010,2128,2024-12-22T11:04:45.9221942Z,1,2024-12-22T11:04:45.7190000Z,Record
75,19,30,1010,2128,2024-12-22T11:04:55.7828319Z,1,2024-12-22T11:04:55.7500000Z,Record
76,19,30,976,2089,2024-12-22T11:05:05.9692008Z,1,2024-12-22T11:05:05.7820000Z,Record
77,19,31,1008,2131,2024-12-22T11:05:15.9534336Z,1,2024-12-22T11:05:15.8130000Z,Record
78,19,30,1008,2138,2024-12-22T11:05:26.0161055Z,1,2024-12-22T11:05:25.8760000Z,Record
79,19,30,1010,2138,2024-12-22T11:05:36.0785740Z,1,2024-12-22T11:05:35.9070000Z,Record
80,19,31,1009,2135,2024-12-22T11:05:46.0492428Z,1,2024-12-22T11:05:45.9540000Z,Record
81,20,30,1007,2135,2024-12-22T11:05:56.1412586Z,1,2024-12-22T11:05:55.9700000Z,Record
82,19,31,1006,2135,2024-12-22T11:06:06.0962513Z,1,2024-12-22T11:06:06.0320000Z,Record
83,26,29,1006,2132,2024-12-22T11:06:16.2817182Z,1,2024-12-22T11:06:16.0640000Z,Record
84,28,26,976,2038,2024-12-22T11:06:26.1269830Z,1,2024-12-22T11:06:26.0960000Z,Record
85,19,31,1004,2107,2024-12-22T11:06:36.2972933Z,1,2024-12-22T11:06:36.1440000Z,Record
86,19,31,1008,2128,2024-12-22T11:06:46.3598860Z,1,2024-12-22T11:06:46.1920000Z,Record
87,19,31,1008,2141,2024-12-22T11:06:56.4225805Z,1,2024-12-22T11:06:56.2390000Z,Record
88,19,31,1006,2157,2024-12-22T11:07:06.3911940Z,1,2024-12-22T11:07:06.2410000Z,Record
89,19,32,1007,2160,2024-12-22T11:07:16.4693158Z,1,2024-12-22T11:07:16.2880000Z,Record
90,19,40,1008,2172,2024-12-22T11:07:26.5318918Z,1,2024-12-22T11:07:26.3350000Z,Record
91,19,30,1008,2175,2024-12-22T11:07:36.4877335Z,1,2024-12-22T11:07:36.3660000Z,Record
92,19,30,1008,2171,2024-12-22T11:07:46.5632475Z,1,2024-12-22T11:07:46.4130000Z,Record
